species_B;species_A;rep
b25;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b25;a2;18
b25;a3;3-9-22
b25;a4;1-2-5-8-12-16-17-18-23
b25;a5;3-5-10-21-25
b25;a6;13-15-18-20-22
b25;a7;10-21-23
b25;a8;3-9-13-17-22
b31;DA_A1;3-18
b31;DA_A2;8-10-15-23-25
b31;DA_A3;18
b31;DA_A6;7
b31;a1;2-3-13-17-22
b31;a12;5-8-18-24
b31;a15;3-5-16-18-24
b31;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b31;a2;8-24
b31;a3;3-22
b31;a4;1-2-6-10-11-12-15-16-17-23
b31;a5;3-5-10
b31;a6;3-13-18-22
b31;a7;23
b31;a8;2-3-13-22
b4;DA_A1;23
b4;DA_A2;8-10-15-23
b4;DA_A3;3-18
b4;DA_A5;8
b4;DA_A6;7
b4;DA_A7;7
b4;a1;3
b4;a12;13-15-24
b4;a15;2-3-4-8-12-13-17-22-23
b4;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-23-24-25
b4;a2;24
b4;a4;2-6-8-10-14-15-16-17-19-21-23-25
b4;a5;2-4-7
b4;a6;3
b4;a7;2-3-17-22
b4;a8;3
b5-b6;DA_A1;8-18-20-23
b5-b6;DA_A2;4-8-14-15-17-23-25
b5-b6;DA_A3;18
b5-b6;DA_A3-DA_A4;8
b5-b6;DA_A4;24
b5-b6;DA_A5;8
b5-b6;a1;15
b5-b6;a12;14-16-18-22
b5-b6;a15;2-8-14-17-22
b5-b6;a16;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b5-b6;a2;5-18-22
b5-b6;a4;1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25
b5-b6;a5;18
b5-b6;a6;20
b5-b6;a7;8-18-19-22
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;DA_A1;23
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;DA_A2;4-8-10-14-15-23
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;DA_A3;3-18-19
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;DA_A3-DA_A4;8
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;DA_A5;8
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;DA_A6;7
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;DA_A7;7
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;a1;1
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;a11;4
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;a12;2-4-5-8-11-12-13-19-20-21-22-25
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;a15;2-3-4-5-6-8-9-11-12-13-16-17-19-24-25
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;a16;1-2-3-4-5-6-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-25
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;a2;12-21-22
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;a4;1-2-3-4-5-6-8-9-10-11-12-13-14-15-16-17-19-20-22-23-24-25
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;a5;2-7-10-12-22-25
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;a6;3-14
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;a7;7-8-10-12-17-22-25
b7-b8-b9-b10-b11-b12-b13-b14-b15-b16-b17-b18-b19-b20-b21-b22-b23;a8;1
